epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,473.108,1.10905,0.43687,0.77668,0.97569,1,0.97295,0.60401,1.38962,0.50068,0.77225,0.00054272,0.00054272,0.00054272
186,475.65,1.12041,0.44842,0.75799,0.97576,1,0.97295,0.59448,1.3945,0.50276,0.77146,0.0005348,0.0005348,0.0005348
187,478.184,1.08738,0.4274,0.77748,0.97576,1,0.97295,0.59448,1.3945,0.50276,0.77146,0.00052688,0.00052688,0.00052688
188,481.386,1.02925,0.41612,0.76524,0.97578,1,0.97295,0.62001,1.33456,0.49793,0.7693,0.00051896,0.00051896,0.00051896
189,483.913,1.07991,0.43005,0.78275,0.97578,1,0.97295,0.62001,1.33456,0.49793,0.7693,0.00051104,0.00051104,0.00051104
190,486.449,1.06931,0.44458,0.79644,0.97575,1,0.97341,0.6376,1.25347,0.47735,0.76396,0.00050312,0.00050312,0.00050312
191,488.969,0.95429,0.42398,0.803,0.97575,1,0.97341,0.6376,1.25347,0.47735,0.76396,0.0004952,0.0004952,0.0004952
192,492.18,1.01603,0.41443,0.78913,0.97568,1,0.97341,0.67522,1.18971,0.43875,0.76248,0.00048728,0.00048728,0.00048728
193,494.925,0.9914,0.42293,0.80742,0.97568,1,0.97341,0.67522,1.18971,0.43875,0.76248,0.00047936,0.00047936,0.00047936
194,497.686,1.0954,0.44337,0.80812,0.97565,1,0.97341,0.66247,1.19646,0.43861,0.76136,0.00047144,0.00047144,0.00047144
195,500.225,1.0321,0.41079,0.78936,0.97565,1,0.97341,0.66247,1.19646,0.43861,0.76136,0.00046352,0.00046352,0.00046352
196,502.773,1.02871,0.38806,0.79072,0.97567,1,0.97386,0.6641,1.17012,0.43482,0.76004,0.0004556,0.0004556,0.0004556
197,505.301,0.96114,0.38747,0.79807,0.97567,1,0.97386,0.6641,1.17012,0.43482,0.76004,0.00044768,0.00044768,0.00044768
198,507.914,1.02369,0.38368,0.80146,0.97573,1,0.97386,0.65076,1.20881,0.45728,0.75998,0.00043976,0.00043976,0.00043976
199,510.49,1.03153,0.42688,0.78552,0.97573,1,0.97386,0.65076,1.20881,0.45728,0.75998,0.00043184,0.00043184,0.00043184
200,513.069,0.97313,0.4251,0.7754,0.97575,1,0.97455,0.65672,1.22254,0.46087,0.7593,0.00042392,0.00042392,0.00042392
201,515.645,1.034,0.41019,0.77505,0.97575,1,0.97455,0.65672,1.22254,0.46087,0.7593,0.000416,0.000416,0.000416
202,518.295,1.08372,0.41917,0.77498,0.97578,1,0.97545,0.67574,1.19104,0.45325,0.75852,0.00040808,0.00040808,0.00040808
203,521.92,1.0099,0.43314,0.80179,0.97578,1,0.97545,0.67574,1.19104,0.45325,0.75852,0.00040016,0.00040016,0.00040016
204,525.535,0.95486,0.39438,0.79393,0.97578,1,0.97545,0.67851,1.18755,0.43863,0.7597,0.00039224,0.00039224,0.00039224
205,529.251,1.00961,0.44523,0.78927,0.97578,1,0.97545,0.67851,1.18755,0.43863,0.7597,0.00038432,0.00038432,0.00038432
206,533.05,0.94904,0.40625,0.75461,0.97572,1,0.97614,0.68462,1.15949,0.42586,0.75945,0.0003764,0.0003764,0.0003764
207,537.116,1.01754,0.39402,0.79043,0.97572,1,0.97614,0.68462,1.15949,0.42586,0.75945,0.00036848,0.00036848,0.00036848
208,541.14,0.99711,0.40829,0.79539,0.97569,1,0.97545,0.68432,1.17253,0.43212,0.76067,0.00036056,0.00036056,0.00036056
209,544.317,1.06354,0.42253,0.77799,0.97569,1,0.97545,0.68432,1.17253,0.43212,0.76067,0.00035264,0.00035264,0.00035264
210,548.295,1.02939,0.42441,0.78551,0.97569,1,0.975,0.68394,1.18689,0.44609,0.75819,0.00034472,0.00034472,0.00034472
211,551.08,0.9294,0.39341,0.77039,0.97569,1,0.975,0.68394,1.18689,0.44609,0.75819,0.0003368,0.0003368,0.0003368
212,553.772,1.01189,0.38498,0.8014,0.97572,1,0.97455,0.67711,1.20507,0.46487,0.7588,0.00032888,0.00032888,0.00032888
213,556.433,0.95291,0.41072,0.78148,0.97572,1,0.97455,0.67711,1.20507,0.46487,0.7588,0.00032096,0.00032096,0.00032096
214,559.121,0.95588,0.3914,0.77631,0.97574,1,0.97386,0.66011,1.23014,0.45981,0.75797,0.00031304,0.00031304,0.00031304
215,561.717,0.95907,0.37096,0.78593,0.97574,1,0.97386,0.66011,1.23014,0.45981,0.75797,0.00030512,0.00030512,0.00030512
216,564.263,0.95818,0.39436,0.77671,0.97577,1,0.97386,0.66195,1.21265,0.45772,0.75834,0.0002972,0.0002972,0.0002972
217,566.795,0.97367,0.40136,0.8028,0.97577,1,0.97386,0.66195,1.21265,0.45772,0.75834,0.00028928,0.00028928,0.00028928
218,569.332,0.97481,0.39397,0.80993,0.97575,1,0.97341,0.67586,1.18963,0.44853,0.75621,0.00028136,0.00028136,0.00028136
219,571.869,1.02995,0.40369,0.79006,0.97575,1,0.97341,0.67586,1.18963,0.44853,0.75621,0.00027344,0.00027344,0.00027344
220,574.633,0.96572,0.38283,0.77985,0.97571,1,0.97341,0.6808,1.16435,0.45318,0.7583,0.00026552,0.00026552,0.00026552
221,577.167,0.92697,0.39076,0.77738,0.97571,1,0.97341,0.6808,1.16435,0.45318,0.7583,0.0002576,0.0002576,0.0002576
222,579.701,1.00379,0.40989,0.79269,0.97569,1,0.97341,0.6804,1.17368,0.45689,0.75863,0.00024968,0.00024968,0.00024968
223,582.221,0.92434,0.36484,0.78506,0.97569,1,0.97341,0.6804,1.17368,0.45689,0.75863,0.00024176,0.00024176,0.00024176
224,584.768,1.00321,0.38459,0.7764,0.9757,1,0.97295,0.67179,1.16832,0.44583,0.75777,0.00023384,0.00023384,0.00023384
225,587.293,1.04839,0.39943,0.80732,0.9757,1,0.97295,0.67179,1.16832,0.44583,0.75777,0.00022592,0.00022592,0.00022592
226,589.841,0.99922,0.41575,0.81666,0.97571,1,0.97295,0.6634,1.21473,0.45668,0.75745,0.000218,0.000218,0.000218
227,592.362,0.93384,0.36471,0.80173,0.97571,1,0.97295,0.6634,1.21473,0.45668,0.75745,0.00021008,0.00021008,0.00021008
228,595.318,0.99478,0.40802,0.76782,0.97569,1,0.97295,0.65998,1.21241,0.45176,0.75599,0.00020216,0.00020216,0.00020216
229,597.828,0.93632,0.38112,0.79098,0.97569,1,0.97295,0.65998,1.21241,0.45176,0.75599,0.00019424,0.00019424,0.00019424
230,600.367,0.95345,0.40755,0.79183,0.97567,1,0.97295,0.66135,1.2109,0.45267,0.75653,0.00018632,0.00018632,0.00018632
231,602.885,0.96728,0.38135,0.784,0.97567,1,0.97295,0.66135,1.2109,0.45267,0.75653,0.0001784,0.0001784,0.0001784
232,605.725,0.9066,0.41788,0.74363,0.97567,1,0.97239,0.67578,1.19776,0.4446,0.75669,0.00017048,0.00017048,0.00017048
233,608.263,0.88655,0.37861,0.80041,0.97567,1,0.97239,0.67578,1.19776,0.4446,0.75669,0.00016256,0.00016256,0.00016256
234,610.807,0.89638,0.41532,0.79662,0.97567,1,0.97239,0.67673,1.17888,0.42987,0.75722,0.00015464,0.00015464,0.00015464
235,613.362,0.97867,0.41201,0.8059,0.97567,1,0.97239,0.67673,1.17888,0.42987,0.75722,0.00014672,0.00014672,0.00014672
236,615.905,0.89178,0.38171,0.78601,0.97567,1,0.97239,0.67935,1.17393,0.43151,0.75783,0.0001388,0.0001388,0.0001388
237,618.436,0.96569,0.39882,0.76913,0.97567,1,0.97239,0.67935,1.17393,0.43151,0.75783,0.00013088,0.00013088,0.00013088
238,620.982,0.91867,0.36173,0.777,0.97567,1,0.97239,0.6662,1.1883,0.42686,0.7566,0.00012296,0.00012296,0.00012296
239,623.505,0.97276,0.41895,0.79195,0.97567,1,0.97239,0.6662,1.1883,0.42686,0.7566,0.00011504,0.00011504,0.00011504
240,626.047,0.9906,0.42262,0.77838,0.97569,1,0.97239,0.66341,1.19398,0.42622,0.75796,0.00010712,0.00010712,0.00010712
241,646.014,0.90035,0.36999,0.81725,0.97569,1,0.97239,0.66341,1.19398,0.42622,0.75796,9.92e-05,9.92e-05,9.92e-05
242,648.584,0.90873,0.37077,0.788,0.97569,1,0.97239,0.66268,1.2197,0.44379,0.75792,9.128e-05,9.128e-05,9.128e-05
243,651.104,0.90208,0.39208,0.79337,0.97569,1,0.97239,0.66268,1.2197,0.44379,0.75792,8.336e-05,8.336e-05,8.336e-05
244,653.649,0.92498,0.40485,0.7916,0.97569,1,0.97239,0.65786,1.22726,0.44567,0.75639,7.544e-05,7.544e-05,7.544e-05
245,656.169,0.9391,0.40811,0.79284,0.97569,1,0.97239,0.65786,1.22726,0.44567,0.75639,6.752e-05,6.752e-05,6.752e-05
246,658.699,0.86823,0.38467,0.79543,0.9757,1,0.97239,0.65929,1.22229,0.44571,0.75693,5.96e-05,5.96e-05,5.96e-05
247,661.215,0.93079,0.40209,0.77542,0.9757,1,0.97239,0.65929,1.22229,0.44571,0.75693,5.168e-05,5.168e-05,5.168e-05
248,664.496,0.87903,0.38266,0.7952,0.9757,1,0.97239,0.65888,1.21615,0.44872,0.75636,4.376e-05,4.376e-05,4.376e-05
249,667.027,0.86043,0.35712,0.80796,0.9757,1,0.97239,0.65888,1.21615,0.44872,0.75636,3.584e-05,3.584e-05,3.584e-05
250,669.577,0.89854,0.38074,0.79642,0.97569,1,0.97239,0.65737,1.21385,0.44723,0.75618,2.792e-05,2.792e-05,2.792e-05
