epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,25.0774,0,0,236.542,0,0,0,0,0,0,0,0,0,0,0,8719.41,0,0.00028339,0.00028339,0.00028339
2,45.4402,0,0,116.718,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0.000582295,0.000582295,0.000582295
